Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
975,31.0,yes,desconocido,290.03550973654063,desconocido,9,2,Medical,976,3,female,69.53208262471655,2,1,research_scientist,1,Single,4492.84,6090.75,0,desconocido,Yes,22,4.0,1,Part Time,0,4.0,0,3.0,3,1,2,1992,28111.13,0
976,33.0,no,travel_rarely,356.1587301587302,desconocido,13,1,Life Sciences,977,2,male,44.51984126984127,3,1,research_scientist,4,Single,2876.67,7479.33,3,Y,desconocido,18,3.0,1,Full Time,0,5.0,4,3.0,3,0,2,1990,34520.0,0
977,27.0,no,desconocido,290.0238095238095,desconocido,24,4,desconocido,978,24,male,69.53208262471655,3,1,laboratory_technician,2,Marreid,2342.5,6090.5,9,Y,No,14,3.0,2,Part Time,1,4.0,2,3.0,2,2,2,1996,28110.0,false
978,30.0,yes,travel_rarely,290.03550973654063,desconocido,22,3,desconocido,979,1,male,36.25443871706758,3,1,research_scientist,3,Married,4492.84,6090.75,4,Y,desconocido,11,3.0,2,Part Time,0,10.0,2,3.0,5,0,1,1993,28111.13,1
979,24.0,no,desconocido,451.5952380952381,desconocido,17,1,Medical,980,4,male,69.53208262471655,2,2,manufacturing_director,3,Divorced,3647.5,9483.5,1,Y,No,15,3.0,2,Part Time,2,5.0,6,3.0,4,3,2,1999,43770.0,0
980,35.0,yes,travel_rarely,290.03550973654063, Research & Development ,14,4,Other,981,3,female,69.53208262471655,2,1,laboratory_technician,2,Divorced,2342.59,6090.75,1,Y,Yes,24,4.0,4,Part Time,1,5.0,2,1.0,4,0,2,1988,28111.13,0
981,30.0,yes,desconocido,290.03550973654063,desconocido,5,3,desconocido,982,2,male,69.53208262471655,3,1,laboratory_technician,2,desconocido,2342.59,6090.75,0,desconocido,desconocido,17,3.0,1,Part Time,0,4.0,3,3.0,3,1,2,1993,28111.13,true
982,48.0,no,travel_rarely,437.4603174603175, Research & Development ,6,3,desconocido,983,1,female,69.53208262471655,2,2,healthcare_representative,3,desconocido,3533.33,9186.67,2,Y,No,13,3.0,4,desconocido,0,19.0,0,3.0,2,2,2,1975,53914.11,yes
983,41.0,no,travel_rarely,556.2566609977324,desconocido,7,2,Medical,984,4,male,69.53208262471655,3,2,manufacturing_director,3,desconocido,4492.84,11681.39,6,Y,desconocido,14,3.0,2,desconocido,0,8.0,6,3.0,2,2,1,1982,53914.11,false
984,27.0,no,desconocido,436.1190476190477, Research & Development ,2,4,desconocido,985,1,male,69.53208262471655,3,2,manufacturing_director,4,desconocido,3522.5,9158.5,0,Y,desconocido,18,3.0,2,Part Time,1,10.0,2,3.0,3,2,2,1996,42270.0,yes
985,35.0,no,travel_rarely,404.1349206349206, Research & Development ,10,3,Other,986,2,female,69.53208262471655,3,1,laboratory_technician,4,desconocido,3264.17,8486.83,1,desconocido,No,20,4.0,1,Full Time,1,3.0,4,2.0,3,1,2,1988,39170.0,0
986,26.0,yes,non-travel,512.6746031746031,desconocido,29,2,Medical,987,2,female,69.53208262471655,1,2,sales_executive,1,Single,4492.84,10766.17,8,Y,No,18,3.0,4,Part Time,0,10.0,6,3.0,2,2,2,1997,49690.0,yes
987,33.0,no,non-travel,290.03550973654063, Sales ,8,1,Life Sciences,988,2,male,69.53208262471655,2,1,sales_representative,4,desconocido,4492.84,6090.75,0,Y,desconocido,19,3.0,4,Part Time,0,10.0,2,2.0,2,2,2,1990,28111.13,false
988,26.0,yes,desconocido,210.6825396825397,desconocido,2,3,Life Sciences,989,1,female,69.53208262471655,3,1,research_scientist,1,Married,1701.67,4424.33,6,Y,desconocido,14,3.0,2,Part Time,1,6.0,2,3.0,3,1,2,1997,20420.0,1
989,38.0,no,travel_frequently,291.05555555555554,desconocido,3,4,desconocido,990,3,female,69.53208262471655,3,1,research_scientist,3,desconocido,2350.83,6112.17,3,Y,No,16,3.0,1,desconocido,1,8.0,2,3.0,2,2,2,1985,53914.11,false
990,46.0,no,desconocido,1973.9841269841268,desconocido,47,4,Medical,991,47,female,69.53208262471655,3,5,research_director,4,desconocido,4492.84,41453.67,9,desconocido,No,17,3.0,4,Full Time,2,23.0,0,3.0,2,2,2,1977,191324.62,true
991,20.0,yes,desconocido,290.03550973654063,desconocido,9,3,Marketing,992,4,male,69.53208262471655,3,1,sales_representative,4,Single,2342.59,6090.75,1,Y,Yes,14,3.0,2,Part Time,0,2.0,3,3.0,2,0,2,2003,28111.13,1
992,30.0,no,desconocido,1027.309523809524,desconocido,20,3,Other,993,20,female,69.53208262471655,3,2,manufacturing_director,1,Marreid,8297.5,21573.5,0,desconocido,desconocido,15,3.0,3,desconocido,1,7.0,1,2.0,6,0,2,1993,53914.11,0
993,27.0,no,non-travel,290.03550973654063,desconocido,8,5,desconocido,994,1,female,69.53208262471655,1,1,laboratory_technician,3,Married,2342.59,6090.75,1,desconocido,desconocido,19,3.0,4,Part Time,3,3.0,4,3.0,3,1,2,1996,28111.13,0
994,55.0,no,desconocido,1032.4872861766066,desconocido,2,1,desconocido,995,4,female,69.53208262471655,3,3,manufacturing_director,2,Married,4492.84,21682.23,3,desconocido,No,18,3.0,2,Part Time,1,23.0,4,3.0,3,1,2,1968,100071.84,yes
995,33.0,no,travel_rarely,1032.4872861766066,desconocido,5,3,Life Sciences,996,4,female,69.53208262471655,2,3,healthcare_representative,4,desconocido,8339.32,21682.23,4,desconocido,No,15,3.0,3,desconocido,1,10.0,2,3.0,3,1,2,1990,100071.84,1
996,28.0,no,desconocido,227.7063492063492,desconocido,15,2,Life Sciences,997,1,female,69.53208262471655,3,1,laboratory_technician,3,desconocido,1839.17,4781.83,1,desconocido,No,16,3.0,4,desconocido,1,4.0,5,2.0,4,2,2,1995,22070.0,yes
997,34.0,no,desconocido,800.2222222222223,desconocido,3,1,Life Sciences,998,1,female,69.53208262471655,3,2,healthcare_representative,4,desconocido,6463.33,16804.67,0,Y,No,17,3.0,3,desconocido,0,10.0,1,2.0,6,0,4,1989,53914.11,1
998,33.0,yes,desconocido,290.03550973654063,desconocido,25,3,Medical,999,1,female,69.53208262471655,2,1,research_scientist,2,Single,2342.59,6090.75,4,desconocido,Yes,20,4.0,2,Part Time,0,5.0,0,3.0,2,2,2,1990,28111.13,false
999,33.0,no,desconocido,556.2566609977324,desconocido,7,3,Life Sciences,1000,4,male,69.53208262471655,3,2,sales_executive,2,Married,4492.84,11681.39,0,Y,No,17,3.0,3,Part Time,1,4.0,3,3.0,3,0,2,1990,53914.11,0
1000,21.0,no,desconocido,213.57142857142856,desconocido,1,1,desconocido,1001,4,male,69.53208262471655,2,1,research_scientist,2,Single,4492.84,4485.0,1,Y,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,2002,20700.0,true
1001,31.0,no,travel_frequently,287.96031746031747,desconocido,20,3,desconocido,1002,3,female,69.53208262471655,4,1,sales_representative,4,Married,4492.84,6047.17,0,desconocido,No,12,3.0,1,desconocido,1,3.0,4,3.0,2,2,2,1992,27910.0,1
1002,35.0,no,desconocido,556.2566609977324,desconocido,11,2,Marketing,1003,4,female,69.53208262471655,3,2,sales_executive,4,Divorced,4492.84,11681.39,1,desconocido,desconocido,11,3.0,4,desconocido,1,5.0,3,3.0,5,0,2,1988,53914.11,yes
1003,34.0,no,desconocido,556.2566609977324,desconocido,2,2,desconocido,1004,4,female,69.53208262471655,3,2,manufacturing_director,3,Single,4492.84,11681.39,2,desconocido,No,11,3.0,4,desconocido,0,10.0,3,3.0,3,0,2,1989,53914.11,1
1004,33.0,yes,desconocido,848.5079365079365,desconocido,9,4,desconocido,1005,1,male,106.06349206349206,3,2,sales_executive,1,Single,4492.84,17818.67,0,desconocido,desconocido,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,1990,82240.0,false
1005,31.0,yes,desconocido,269.2857142857143, Research & Development ,15,3,Medical,1006,3,female,69.53208262471655,3,1,laboratory_technician,3,desconocido,4492.84,5655.0,1,desconocido,No,12,3.0,3,Part Time,1,10.0,5,2.0,2,2,2,1992,26100.0,1
1006,37.0,no,travel_rarely,591.2936507936508,desconocido,25,2,desconocido,1007,3,male,73.91170634920636,2,2,healthcare_representative,4,desconocido,4775.83,12417.17,7,Y,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,1986,57310.0,true
1007,27.0,no,travel_rarely,261.96031746031747,desconocido,6,3,desconocido,1008,4,female,32.745039682539684,2,1,research_scientist,3,Married,4492.84,5501.17,1,Y,No,13,3.0,3,Part Time,1,4.0,0,3.0,4,2,2,1996,25390.0,1
1008,35.0,no,travel_frequently,245.1428571428572,desconocido,4,4,Other,1009,4,female,30.642857142857142,2,1,laboratory_technician,4,Married,4492.84,5148.0,1,desconocido,desconocido,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,1988,23760.0,true
1009,56.0,no,desconocido,1973.9841269841268,desconocido,4,4,desconocido,1010,4,male,246.74801587301585,3,5,manager,1,Divorced,15943.72,41453.67,4,Y,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,4,2,1967,191324.62,true
1010,45.0,no,desconocido,290.03550973654063, Research & Development ,7,3,Medical,1011,1,male,69.53208262471655,3,1,research_scientist,3,desconocido,2342.59,6090.75,4,desconocido,Yes,19,3.0,3,Part Time,1,10.0,2,3.0,3,0,2,1978,28111.13,1
1011,20.0,no,travel_rarely,290.03550973654063,desconocido,3,3,desconocido,1012,1,female,69.53208262471655,2,1,laboratory_technician,3,Single,2342.59,6090.75,1,desconocido,desconocido,12,3.0,1,Part Time,0,2.0,2,2.0,2,1,2,2003,28111.13,1
1012,50.0,no,travel_frequently,1582.7713464696226,desconocido,2,3,desconocido,1013,4,male,69.53208262471655,3,4,manager,1,desconocido,12783.92,33238.2,2,desconocido,No,22,4.0,3,Full Time,1,10.0,3,3.0,2,2,2,1973,153407.07,true
1013,46.0,no,desconocido,1968.6746031746031,desconocido,15,2,Life Sciences,1014,4,female,69.53208262471655,3,5,research_director,2,desconocido,4492.84,41342.17,5,Y,desconocido,11,3.0,1,Full Time,1,25.0,2,3.0,4,0,3,1977,190810.0,yes
1014,32.0,no,desconocido,283.0079365079365,desconocido,13,3,Other,1015,3,male,69.53208262471655,2,1,laboratory_technician,2,Married,4492.84,5943.17,1,Y,No,20,4.0,3,Part Time,1,2.0,2,3.0,2,2,2,1991,27430.0,1
1015,35.0,no,desconocido,1032.4872861766066,desconocido,8,2,desconocido,1016,3,male,69.53208262471655,2,3,sales_executive,4,Married,8339.32,21682.23,4,desconocido,desconocido,11,3.0,2,Part Time,1,16.0,6,2.0,13,4,12,1988,100071.84,0
1016,29.0,no,desconocido,387.936507936508,desconocido,1,3,Life Sciences,1017,1,male,48.49206349206349,3,1,research_scientist,4,Divorced,3133.33,8146.67,1,Y,No,15,3.0,1,Full Time,3,3.0,5,3.0,3,1,2,1994,37600.0,1
1017,21.0,yes,travel_frequently,290.03550973654063,desconocido,10,2,desconocido,1018,1,male,69.53208262471655,2,1,laboratory_technician,3,desconocido,2342.59,6090.75,1,desconocido,desconocido,20,4.0,3,desconocido,0,2.0,2,1.0,2,2,2,2002,53914.11,1
1018,34.0,no,travel_rarely,468.2063492063493,desconocido,2,3,Marketing,1019,3,male,69.53208262471655,3,2,sales_executive,1,desconocido,3781.67,9832.33,0,desconocido,desconocido,12,3.0,4,Part Time,0,4.0,3,3.0,3,0,2,1989,45380.0,yes
1019,28.0,no,desconocido,290.03550973654063,desconocido,1,4,Medical,1020,4,female,69.53208262471655,3,1,laboratory_technician,3,Single,2342.59,6090.75,0,desconocido,Yes,11,3.0,3,Part Time,0,10.0,2,2.0,4,0,2,1995,28111.13,0
1020,35.0,no,travel_rarely,290.03550973654063,desconocido,6,1,Life Sciences,1021,3,female,36.25443871706758,3,1,research_scientist,3,Married,2342.59,6090.75,0,desconocido,Yes,14,3.0,4,Part Time,0,4.0,3,3.0,3,2,2,1988,28111.13,false
1021,28.0,no,travel_frequently,398.97619047619054,desconocido,2,3,Life Sciences,1022,4,female,69.53208262471655,2,1,laboratory_technician,4,Married,4492.84,8378.5,1,desconocido,desconocido,12,3.0,2,Full Time,1,10.0,2,3.0,2,2,2,1995,38670.0,0
1022,28.0,no,travel_rarely,214.60317460317464,desconocido,1,3,Technical Degree,1023,4,female,26.82539682539683,3,1,research_scientist,1,Single,1733.33,4506.67,2,Y,desconocido,11,3.0,2,Part Time,0,5.0,2,2.0,3,1,2,1995,20800.0,0
1023,25.0,no,desconocido,216.25396825396828, Research & Development ,1,3,Medical,1024,4,male,69.53208262471655,3,1,research_scientist,2,Single,4492.84,4541.33,1,Y,desconocido,18,3.0,4,Part Time,0,10.0,3,2.0,2,2,1,1998,20960.0,false
1024,58.0,no,desconocido,290.03550973654063,desconocido,23,4,Life Sciences,1025,1,female,69.53208262471655,3,1,research_scientist,3,desconocido,2342.59,6090.75,1,Y,desconocido,12,3.0,4,Part Time,2,10.0,3,3.0,2,2,2,1965,28111.13,1
1025,39.0,yes,desconocido,402.7936507936508,desconocido,23,3,Medical,1026,3,female,69.53208262471655,3,1,research_scientist,1,Single,3253.33,8458.67,0,Y,desconocido,13,3.0,1,Full Time,0,6.0,2,3.0,5,0,3,1984,39040.0,false
1026,30.0,no,travel_rarely,477.3888888888889,desconocido,6,3,Technical Degree,1027,1,male,69.53208262471655,2,2,laboratory_technician,4,Married,3855.83,10025.17,0,Y,No,12,3.0,1,desconocido,1,10.0,6,3.0,9,6,7,1993,46270.0,true
1027,50.0,no,desconocido,1582.7713464696226,desconocido,46,3,Life Sciences,1028,46,male,69.53208262471655,3,4,research_director,1,Marreid,12783.92,33238.2,4,desconocido,desconocido,11,3.0,2,Full Time,0,10.0,2,3.0,3,1,2,1973,153407.07,1
1028,41.0,no,desconocido,556.2566609977324,desconocido,10,2,Medical,1029,3,female,69.53208262471655,1,2,sales_executive,2,Single,4492.84,11681.39,1,desconocido,No,13,3.0,1,Part Time,0,19.0,4,3.0,19,11,9,1982,53914.11,1
1029,31.0,yes,desconocido,237.5079365079365,desconocido,1,3,desconocido,1030,4,male,69.53208262471655,3,1,sales_representative,2,desconocido,1918.33,4987.67,1,desconocido,Yes,11,3.0,1,Part Time,0,10.0,2,4.0,3,2,2,1992,23020.0,false
1030,44.0,yes,desconocido,290.03550973654063,desconocido,3,3,Life Sciences,1031,1,female,69.53208262471655,3,1,laboratory_technician,1,desconocido,2342.59,6090.75,4,Y,No,12,3.0,3,desconocido,0,10.0,4,4.0,3,1,2,1979,53914.11,yes
1031,40.0,no,non-travel,290.03550973654063, Research & Development ,16,2,desconocido,1032,3,female,69.53208262471655,3,1,research_scientist,3,Divorced,2342.59,6090.75,9,desconocido,No,16,3.0,2,desconocido,1,6.0,0,3.0,4,0,0,1983,53914.11,true
1032,25.0,no,travel_rarely,290.03550973654063, Research & Development ,19,1,Medical,1033,4,female,69.53208262471655,3,1,laboratory_technician,4,Married,2342.59,6090.75,3,desconocido,desconocido,11,3.0,3,Part Time,3,10.0,6,2.0,3,1,2,1998,28111.13,0
1033,40.0,no,travel_rarely,290.03550973654063,desconocido,1,4,Life Sciences,1034,2,female,36.25443871706758,3,1,laboratory_technician,2,desconocido,2342.59,6090.75,3,Y,No,22,4.0,3,Part Time,1,7.0,3,3.0,4,0,3,1983,28111.13,yes
1034,51.0,no,travel_rarely,1582.7713464696226,desconocido,11,2,Technical Degree,1035,4,male,69.53208262471655,2,4,manufacturing_director,2,desconocido,12783.92,33238.2,3,desconocido,No,16,3.0,2,Full Time,0,10.0,1,2.0,5,0,3,1972,153407.07,1
1035,27.0,no,travel_frequently,523.1984126984128,desconocido,2,1,Life Sciences,1036,4,female,65.3998015873016,1,2,sales_executive,4,Single,4492.84,10987.17,3,Y,No,20,4.0,2,Part Time,0,10.0,3,3.0,6,0,0,1996,50710.0,false
1036,35.0,yes,desconocido,556.2566609977324,desconocido,18,4,Marketing,1037,4,male,69.53208262471655,3,2,sales_executive,3,Married,4492.84,11681.39,0,Y,desconocido,18,3.0,3,Part Time,1,5.0,0,2.0,4,3,2,1988,53914.11,1
1037,38.0,no,desconocido,290.03550973654063,desconocido,7,3,desconocido,1038,4,female,36.25443871706758,4,1,research_scientist,3,divorced,2342.59,6090.75,1,Y,No,11,3.0,4,Part Time,3,4.0,2,3.0,4,0,3,1985,28111.13,yes
1038,31.0,yes,desconocido,556.2566609977324,desconocido,22,4,desconocido,1039,4,female,69.53208262471655,3,2,manufacturing_director,3,Married,4492.84,11681.39,1,desconocido,desconocido,15,3.0,4,Part Time,2,10.0,3,2.0,10,6,7,1992,53914.11,true
1039,51.0,no,desconocido,1093.2380952380952,desconocido,2,3,desconocido,1040,2,female,69.53208262471655,3,3,sales_executive,2,desconocido,8830.0,22958.0,2,desconocido,desconocido,11,3.0,2,desconocido,0,14.0,5,3.0,4,3,2,1972,53914.11,1
1040,41.0,no,desconocido,564.0555555555557,desconocido,22,3,desconocido,1041,4,male,70.50694444444446,3,2,research_scientist,4,desconocido,4555.83,11845.17,3,desconocido,desconocido,14,3.0,1,Full Time,2,12.0,4,2.0,6,3,3,1982,54670.0,0
1041,32.0,no,desconocido,556.2566609977324,desconocido,2,1,Marketing,1042,3,female,69.53208262471655,3,2,sales_executive,2,Married,4492.84,11681.39,0,desconocido,Yes,13,3.0,1,Part Time,3,4.0,3,2.0,3,1,2,1991,53914.11,1
1042,25.0,no,travel_rarely,556.2566609977324,desconocido,18,1,Life Sciences,1043,1,female,69.53208262471655,4,2,sales_executive,3,Married,4492.84,11681.39,2,Y,No,11,3.0,2,desconocido,0,6.0,3,2.0,3,1,2,1998,53914.11,false
1043,27.0,no,desconocido,595.2142857142857,desconocido,10,3,Marketing,1044,4,male,74.40178571428571,2,2,sales_executive,4,Married,4807.5,12499.5,1,desconocido,Yes,11,3.0,4,Full Time,0,10.0,3,3.0,6,4,4,1996,57690.0,1
1044,27.0,yes,travel_rarely,247.0,desconocido,22,4,Life Sciences,1045,4,male,69.53208262471655,3,1,research_scientist,3,Single,1995.0,5187.0,1,Y,Yes,13,3.0,4,Part Time,0,8.0,2,3.0,8,7,7,1996,23940.0,1
1045,37.0,no,desconocido,374.4206349206349,desconocido,11,3,Medical,1046,1,male,69.53208262471655,3,1,laboratory_technician,3,Single,4492.84,7862.83,4,desconocido,No,18,3.0,1,Full Time,0,8.0,6,3.0,3,0,2,1986,36290.0,true
1046,35.0,no,travel_frequently,965.9206349206348,desconocido,18,2,Life Sciences,1047,3,female,69.53208262471655,3,3,manufacturing_director,4,desconocido,4492.84,20284.33,2,Y,No,11,3.0,3,Part Time,0,10.0,2,3.0,2,2,2,1988,93620.0,1
1047,25.0,no,desconocido,333.1507936507937,desconocido,1,3,desconocido,1048,1,female,69.53208262471655,3,1,laboratory_technician,4,desconocido,2690.83,6996.17,4,Y,No,11,3.0,2,Full Time,1,7.0,2,2.0,3,0,2,1998,32290.0,true
1048,30.0,no,desconocido,556.2566609977324,desconocido,7,4,Marketing,1049,4,male,69.53208262471655,3,2,sales_executive,1,Divorced,4492.84,11681.39,7,desconocido,No,14,3.0,2,Part Time,2,10.0,3,3.0,3,0,2,1993,53914.11,1
1049,31.0,no,desconocido,1694.3333333333333, Research & Development ,8,5,Life Sciences,1050,1,male,69.53208262471655,3,4,research_director,2,desconocido,13685.0,35581.0,3,desconocido,No,11,3.0,3,Full Time,0,10.0,3,4.0,3,1,0,1992,164220.0,yes
1050,36.0,no,desconocido,582.6269841269842,desconocido,16,4,Marketing,1051,3,male,69.53208262471655,2,2,sales_executive,1,desconocido,4705.83,12235.17,4,desconocido,No,13,3.0,1,desconocido,2,11.0,3,2.0,3,0,2,1987,53914.11,false
1051,25.0,yes,travel_rarely,453.968253968254,desconocido,9,2,desconocido,1052,1,female,69.53208262471655,2,1,sales_representative,1,desconocido,4492.84,9533.33,3,desconocido,No,12,3.0,1,Full Time,0,6.0,2,3.0,3,2,2,1998,44000.0,true
1052,56.0,no,desconocido,213.15873015873007,desconocido,1,2,Life Sciences,1053,1,male,69.53208262471655,3,1,research_scientist,1,desconocido,1721.67,4476.33,2,desconocido,desconocido,22,4.0,4,Part Time,1,5.0,3,4.0,3,1,0,1967,20660.0,true
1053,41.0,no,desconocido,290.03550973654063,desconocido,5,5,Medical,1054,2,female,36.25443871706758,4,1,research_scientist,3,desconocido,2342.59,6090.75,2,desconocido,desconocido,12,3.0,1,Part Time,0,7.0,5,3.0,4,0,3,1982,28111.13,1
1054,31.0,no,travel_rarely,290.03550973654063,desconocido,8,2,desconocido,1055,4,male,69.53208262471655,4,1,human_resources,2,desconocido,4492.84,6090.75,9,Y,No,18,3.0,4,Part Time,0,8.0,3,3.0,3,0,2,1992,28111.13,true
1055,31.0,yes,travel_frequently,290.03550973654063, Research & Development ,2,3,Life Sciences,1056,2,female,69.53208262471655,3,1,laboratory_technician,4,desconocido,4492.84,6090.75,6,Y,desconocido,13,3.0,3,Part Time,1,7.0,2,1.0,2,2,2,1992,28111.13,yes
1056,48.0,no,desconocido,566.015873015873, Sales ,7,3,Marketing,1057,3,female,69.53208262471655,3,2,sales_executive,1,Divorced,4571.67,11886.33,4,Y,No,11,3.0,1,desconocido,3,10.0,3,3.0,2,2,2,1975,53914.11,0
1057,34.0,yes,desconocido,290.03550973654063,desconocido,9,4,desconocido,1058,1,male,69.53208262471655,3,1,human_resources,3,Married,2342.59,6090.75,1,desconocido,No,15,3.0,4,desconocido,0,2.0,0,3.0,2,2,2,1989,53914.11,false
1058,44.0,no,desconocido,326.23809523809524,desconocido,5,3,Life Sciences,1059,3,female,69.53208262471655,2,1,laboratory_technician,3,Single,2635.0,6851.0,3,Y,desconocido,14,3.0,4,desconocido,0,7.0,5,3.0,5,0,3,1979,53914.11,0
1059,49.0,no,travel_rarely,686.2142857142858, Research & Development ,5,4,desconocido,1060,1,female,69.53208262471655,3,2,healthcare_representative,3,Married,5542.5,14410.5,2,Y,No,14,3.0,2,Full Time,1,20.0,0,2.0,3,1,2,1974,66510.0,1
1060,44.0,no,desconocido,352.8571428571429,desconocido,20,3,Life Sciences,1061,4,female,44.10714285714286,3,1,research_scientist,2,desconocido,2850.0,7410.0,1,Y,desconocido,13,3.0,3,Full Time,0,6.0,3,2.0,5,1,3,1979,34200.0,0
1061,28.0,yes,desconocido,300.13492063492066,desconocido,1,3,desconocido,1062,1,female,69.53208262471655,3,1,sales_representative,3,Married,2424.17,6302.83,3,desconocido,desconocido,15,3.0,4,Full Time,1,5.0,3,4.0,3,1,2,1995,29090.0,false
1062,44.0,no,travel_frequently,1032.4872861766066, Research & Development ,2,1,desconocido,1063,2,female,69.53208262471655,3,3,manufacturing_director,3,Single,8339.32,21682.23,5,Y,desconocido,18,3.0,2,desconocido,0,16.0,2,2.0,2,2,2,1979,53914.11,true
1063,55.0,no,travel_rarely,556.2566609977324,desconocido,4,4,Life Sciences,1064,4,female,69.53208262471655,3,2,healthcare_representative,3,Married,4492.84,11681.39,0,desconocido,desconocido,16,3.0,2,Part Time,0,4.0,2,3.0,3,1,2,1968,53914.11,1
1064,28.0,no,travel_frequently,505.3492063492064,desconocido,7,3,Life Sciences,1065,3,female,69.53208262471655,3,2,sales_executive,1,Single,4081.67,10612.33,0,desconocido,desconocido,14,3.0,4,Part Time,0,5.0,5,3.0,4,1,3,1995,48980.0,true
1065,49.0,no,travel_rarely,556.2566609977324,desconocido,45,2,Medical,1066,45,male,69.53208262471655,2,2,laboratory_technician,1,Marreid,4492.84,11681.39,4,desconocido,desconocido,25,4.0,1,Part Time,1,10.0,3,3.0,3,1,2,1974,53914.11,true
1066,29.0,no,travel_frequently,328.09523809523813,desconocido,2,1,Life Sciences,1067,4,male,41.011904761904766,3,1,laboratory_technician,2,desconocido,2650.0,6890.0,0,desconocido,No,13,3.0,3,Full Time,3,10.0,3,3.0,3,0,2,1994,31800.0,false
1067,32.0,no,desconocido,1160.095238095238,desconocido,10,3,desconocido,1068,3,female,145.01190476190476,3,3,manager,4,desconocido,4492.84,24362.0,2,desconocido,desconocido,25,3.0,2,Full Time,0,10.0,5,4.0,5,0,0,1991,112440.0,true
1068,31.0,yes,travel_frequently,290.03550973654063,desconocido,3,3,Life Sciences,1069,4,male,36.25443871706758,3,1,research_scientist,3,desconocido,4492.84,6090.75,1,Y,No,12,3.0,1,Part Time,0,7.0,2,3.0,7,7,7,1992,28111.13,1
1069,40.0,no,desconocido,419.8174603174604,desconocido,43,2,Life Sciences,1070,4,female,69.53208262471655,3,2,healthcare_representative,4,Divorced,3390.83,8816.17,3,Y,desconocido,18,3.0,3,desconocido,0,8.0,2,3.0,2,2,2,1983,53914.11,false
1070,36.0,no,travel_rarely,290.03550973654063,desconocido,2,4,Life Sciences,1071,3,female,69.53208262471655,3,1,sales_representative,4,desconocido,2342.59,6090.75,3,Y,Yes,21,4.0,4,Part Time,0,7.0,3,2.0,3,1,2,1987,28111.13,false
1071,33.0,no,desconocido,659.4920634920635,desconocido,8,4,Life Sciences,1072,1,female,82.43650793650794,3,2,sales_executive,1,desconocido,5326.67,13849.33,2,Y,No,13,3.0,4,Full Time,1,10.0,6,1.0,2,2,2,1990,63920.0,0
1072,30.0,no,desconocido,1032.4872861766066, Sales ,14,4,desconocido,1073,14,female,69.53208262471655,3,3,sales_executive,2,Marreid,8339.32,21682.23,3,Y,desconocido,12,3.0,2,desconocido,1,9.0,3,3.0,4,1,3,1993,53914.11,true
1073,38.0,yes,travel_rarely,500.9126984126984,desconocido,2,3,Medical,1074,3,female,69.53208262471655,3,2,manufacturing_director,2,Married,4045.83,10519.17,4,desconocido,desconocido,11,3.0,1,desconocido,2,10.0,2,3.0,5,1,4,1985,53914.11,0
1074,48.0,no,travel_rarely,290.03550973654063, Research & Development ,15,4,desconocido,1075,3,male,69.53208262471655,3,1,research_scientist,1,Married,2342.59,6090.75,8,desconocido,desconocido,12,3.0,4,Part Time,1,10.0,3,2.0,8,7,6,1975,28111.13,true
1075,34.0,no,desconocido,556.2566609977324, Research & Development ,1,4,desconocido,1076,2,female,69.53208262471655,3,2,research_scientist,4,desconocido,4492.84,11681.39,9,Y,No,17,3.0,2,Part Time,1,10.0,3,2.0,2,2,1,1989,53914.11,1
1076,38.0,no,travel_rarely,556.2566609977324,desconocido,16,3,Life Sciences,1077,2,male,69.53208262471655,3,2,sales_executive,2,Single,4492.84,11681.39,2,Y,No,12,3.0,2,Part Time,0,8.0,5,4.0,3,1,2,1985,53914.11,false
1077,35.0,no,travel_rarely,556.2566609977324,desconocido,10,4,desconocido,1078,1,male,69.53208262471655,3,2,healthcare_representative,3,Single,4492.84,11681.39,3,desconocido,Yes,16,3.0,3,Part Time,0,10.0,4,3.0,5,0,4,1988,53914.11,true
1078,23.0,no,desconocido,290.03550973654063,desconocido,10,3,desconocido,1079,4,female,69.53208262471655,4,1,research_scientist,3,Married,2342.59,6090.75,2,desconocido,No,16,3.0,4,desconocido,1,4.0,2,3.0,2,2,2,2000,53914.11,1
1079,36.0,no,desconocido,556.2566609977324,desconocido,6,4,desconocido,1080,1,female,69.53208262471655,4,2,laboratory_technician,1,desconocido,4492.84,11681.39,3,desconocido,Yes,13,3.0,4,Part Time,1,9.0,3,3.0,3,0,2,1987,53914.11,false
1080,34.0,no,travel_frequently,556.2566609977324,desconocido,36,4,desconocido,1081,36,female,69.53208262471655,2,2,healthcare_representative,3,desconocido,4492.84,11681.39,1,desconocido,No,14,3.0,2,Part Time,1,8.0,3,2.0,8,7,7,1989,53914.11,0
